B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,B13,B14,B15,B16,B17,B18,B19,B20,B21,B22,B23,B24,B25,B26,B27,B28,B29,B30,B31,B32,B33,B34,B35,B36,B37,B38,B39,B40,B41,B42,B43,B44,B45,B46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7L5D6,F,F,F,T,Unclassified protein,GET4,Golgi to ER traffic protein 4 homolog,"C7orf20; CEE; CG020; CGI-20; conserved edge expressed protein; conserved edge protein; Conserved edge-expressed protein; GET4; golgi to ER traffic protein 4; Golgi to ER traffic protein 4 homolog; golgi to ER traffic protein 4 homolog (S. cerevisiae); guided entry of tail-anchored proteins factor 4; H_NH1244M04.5; Transmembrane domain recognition complex 35 kDa subunit; transmembrane domain recognition complex,35kDa; TRC35; UPF0363 protein C7orf20",,"36,504","As part of a cytosolic protein quality control complex,the BAG6/BAT3 complex,maintains misfolded and hydrophobic patches-containing proteins in a soluble state and participates to their proper delivery to the endoplasmic reticulum or alternatively can promote their sorting to the proteasome where they undergo degradation. The BAG6/BAT3 complex is involved in the post-translational delivery of tail-anchored/type II transmembrane proteins to the endoplasmic reticulum membrane. Recruited to ribosomes,it interacts with the transmembrane region of newly synthesized tail-anchored proteins and together with SGTA and ASNA1 mediates their delivery to the endoplasmic reticulum. Client proteins that cannot be properly delivered to the endoplasmic reticulum are ubiquitinated and sorted to the proteasome. Similarly,the BAG6/BAT3 complex also functions as a sorting platform for proteins of the secretory pathway that are mislocalized to the cytosol either delivering them to the proteasome for degradation or to the endoplasmic reticulum. The BAG6/BAT3 complex also plays a role in the endoplasmic reticulum-associated degradation (ERAD),a quality control mechanism that eliminates unwanted proteins of the endoplasmic reticulum through their retrotranslocation to the cytosol and their targeting to the proteasome. It maintains these retrotranslocated proteins in an unfolded yet soluble state condition in the cytosol to ensure their proper delivery to the proteasome. Belongs to the GET4 family.",http://www.phosphonet.ca/default.aspx?search=Q7L5D6,,,,https://www.uniprot.org/uniprotkb/Q7L5D6/entry,13800,https://www.phosphosite.org/proteinAction.action?id=13800&showAllSites=true,http://www.transcriptonet.ca/mRNASpec.aspx,https://string-db.org/cgi/input?,T,F,F,F,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q8N2G8,F,F,F,T,Unclassified protein,GHDC,GH3 domain-containing protein,D11LGP1; D11LGP1E; D11lgp1e-like; GH3 domain containing; GH3 domain-containing protein; GHDC; homolog of mouse LGP1; LGP1,,"57,523",Function is unclear. Belongs to the GH3 family.,http://www.phosphonet.ca/default.aspx?search=Q8N2G8,,,,https://www.uniprot.org/uniprotkb/Q8N2G8/entry,1306307,https://www.phosphosite.org/proteinAction.action?id=1306307&showAllSites=true,http://www.transcriptonet.ca/mRNASpec.aspx,https://string-db.org/cgi/input?,T,F,F,F,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A8MXD5,F,F,F,T,Unclassified protein,GRXCR1,Glutaredoxin domain-containing cysteine-rich protein 1,"DFNB25; glutaredoxin and cysteine rich domain containing 1; Glutaredoxin domain-containing cysteine-rich protein 1; glutaredoxin,cysteine rich 1; GRCR1; GRXCR1; PPP1R88; protein phosphatase 1,regulatory subunit 88",,"32,294",May play a role in actin filament architecture in developing stereocilia of sensory cells. Belongs to the GRXCR1 family,http://www.phosphonet.ca/default.aspx?search=A8MXD5,,,,https://www.uniprot.org/uniprotkb/A8MXD5/entry,21310,https://www.phosphosite.org/proteinAction.action?id=21310&showAllSites=true,http://www.transcriptonet.ca/mRNASpec.aspx,https://string-db.org/network/9606.ENSP00000382670,T,F,F,F,T,,,,,,,,,,,,,,,,,,,,,Unclassified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q68BL7,F,F,F,T,Unclassified protein,OLFML2A,Olfactomedin-like protein 2A,Olfactomedin like 2A; Olfactomedin-like protein 2A; OLFML2A; OLM2A; Photomedin-1; PRO34319; UNQ9394/PRO34319,,"73,054",Localized to the podocyte major processes in kidney. Colocalized with the major process protein VIM throughout podocyte development.,http://www.phosphonet.ca/default.aspx?search=Q68BL7,,,,https://www.uniprot.org/uniprotkb/Q68BL7/entry,25609109,https://www.phosphosite.org/proteinAction.action?id=25609109&showAllSites=true,http://www.transcriptonet.ca/mRNASpec.aspx,https://string-db.org/cgi/input?,T,F,F,F,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5TGI4,F,F,F,T,Unclassified protein,SAMD5,Sterile alpha motif domain-containing protein 5,dJ875H10.1; SAM domain containing 1; SAM domain-containing protein 5; SAMD5; SAMDC1; sterile alpha motif domain containing 5; Sterile alpha motif domain-containing protein 5,,"19,231","Function of SAMD5 is unclear,and it does not feature any recognizable domains. It has been detected in biliary epithelial cells on bile ducts at the hepatic hilum.",http://www.phosphonet.ca/default.aspx?search=Q5TGI4,,,,https://www.uniprot.org/uniprotkb/Q5TGI4/entry,21238,https://www.phosphosite.org/proteinAction.action?id=21238&showAllSites=true,http://www.transcriptonet.ca/mRNASpec.aspx,https://string-db.org/cgi/input?,T,F,F,F,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6YHU6,F,F,F,T,Unclassified protein,THADA,tRNA (32-2'-O)-methyltransferase regulator THADA,ARMC13; death receptor-interacting protein; FLJ21877; FLJ44016; FLJ44876; FLJ77530; Gene inducing thyroid adenomas protein; GITA; KIAA1767; THADA; THADA armadillo repeat containing; thyroid adenoma associated; Thyroid adenoma-associated protein; tRNA (32-2'-O)-methyltransferase regulator THADA,,"219,607","Together with methyltransferase FTSJ1,methylates the 2'-O-ribose of nucleotides at position 32 of the anticodon loop of substrate tRNAs. Belongs to the THADA family. Expressed in pancreas,adrenal medulla,thyroid,adrenal cortex,testis,thymus,small intestine and stomach.",http://www.phosphonet.ca/default.aspx?search=Q6YHU6,,http://www.onconet.ca/Report/index?query=Cancer+Protein+Description&searchTerm=Q6YHU6,,https://www.uniprot.org/uniprotkb/Q6YHU6/entry,15674,https://www.phosphosite.org/proteinAction.action?id=15674&showAllSites=true,http://www.transcriptonet.ca/mRNASpec.aspx,https://string-db.org/cgi/input?,T,F,F,F,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6PL24,F,F,F,T,Unclassified protein,TMED8,Protein TMED8,"FAM15B; family with sequence similarity 15,member B; MGC126559; Protein TMED8; TMED8; transmembrane emp24 domain containing 8; transmembrane emp24 protein transport domain containing 8; transmembrane p24 trafficking protein family member 8",,"35,740",Unknown function.,http://www.phosphonet.ca/default.aspx?search=Q6PL24,,http://www.onconet.ca/Report/index?query=Cancer+Protein+Description&searchTerm=Q6PL24,,https://www.uniprot.org/uniprotkb/Q6PL24/entry,1302882,https://www.phosphosite.org/proteinAction.action?id=1302882&showAllSites=true,http://www.transcriptonet.ca/mRNASpec.aspx,https://string-db.org/cgi/input?,T,F,F,F,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6RFH5,F,F,F,T,Unclassified protein,WDR74,WD repeat-containing protein 74,FLJ10439; FLJ21730; NOP seven-associated protein 1; NSA1; WD repeat domain 74; WD repeat-containing protein 74; WDR74,,"42,441","Regulatory protein of the MTREX-exosome complex involved in the synthesis of the 60S ribosomal subunit. Participates in an early cleavage of the pre-rRNA processing pathway in cooperation with NVL. Required for blastocyst formation,is necessary for RNA transcription,processing and/or stability during preimplantation development.",http://www.phosphonet.ca/default.aspx?search=Q6RFH5,,,,https://www.uniprot.org/uniprotkb/Q6RFH5/entry,1321971,https://www.phosphosite.org/proteinAction.action?id=1321971&showAllSites=true,http://www.transcriptonet.ca/mRNASpec.aspx,https://string-db.org/cgi/input?,T,F,F,F,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q9NQ89,F,F,F,T,Unclassified protein,C12orf4,Protein C12orf4,C12orf4; chromosome 12 open reading frame 4; CL004; FLJ21158; FLJ23899; hypothetical protein LOC57102; Protein C12orf4; Uncharacterized protein C12orf4,,"63,801",Plays a role in mast cell degranulation.,http://www.phosphonet.ca/default.aspx?search=Q9NQ89,,,,https://www.uniprot.org/uniprotkb/Q9NQ89/entry,21911,https://www.phosphosite.org/proteinAction.action?id=21911&showAllSites=true,http://www.transcriptonet.ca/mRNASpec.aspx,https://string-db.org/cgi/input?,T,F,F,F,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q9Y2D4,F,F,F,T,Unclassified protein,EXOC6B,Exocyst complex component 6B,EXC6B; EXOC6B; Exocyst complex component 6B; Exocyst complex component Sec15B; KIAA0919; SEC15 homolog B; SEC15-like 2; SEC15-like protein 2; SEC15B; SEC15L2; SEMDJL3; WUGSC:H_NH0343N14.1,,"94,201",Component of the exocyst complex involved in the docking of exocytic vesicles with fusion sites on the plasma membrane. Belongs to the SEC15 family.,http://www.phosphonet.ca/default.aspx?search=Q9Y2D4,,,,https://www.uniprot.org/uniprotkb/Q9Y2D4/entry,18120,https://www.phosphosite.org/proteinAction.action?id=18120&showAllSites=true,http://www.transcriptonet.ca/mRNASpec.aspx,https://string-db.org/cgi/input?,T,F,F,F,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q96IK5,F,F,F,T,Unclassified protein,GMCL1,Germ cell-less protein-like 1,"BTBD13; GCL; GCL1; germ cell-less 1,spermatogenesis associated; germ cell-less homolog 1; germ cell-less homolog 1 (Drosophila); Germ cell-less protein-like 1; germ cell-less,spermatogenesis associated 1; GMCL1; SPATA29; spermatogenesis associated 29; Spermatogenesis-associated protein 29",,"58,685",Possible function in spermatogenesis. Enhances the degradation of MDM2 and increases the amount of p53 probably by modulating the nucleocytoplasmic transport.,http://www.phosphonet.ca/default.aspx?search=Q96IK5,,,,https://www.uniprot.org/uniprotkb/Q96IK5/entry,1306367,https://www.phosphosite.org/proteinAction.action?id=1306367&showAllSites=true,http://www.transcriptonet.ca/mRNASpec.aspx,https://string-db.org/cgi/input?,T,F,F,F,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A6NFK2,F,F,F,T,Unclassified protein,GRXCR2,Glutaredoxin domain-containing cysteine-rich protein 2,"DFNB101; glutaredoxin and cysteine rich domain containing 2; Glutaredoxin domain-containing cysteine-rich protein 1-like protein; Glutaredoxin domain-containing cysteine-rich protein 2; glutaredoxin,cysteine rich 2; GRCR2; GRXCR1-like protein; GRXCR2",,"28,284",May play a role in maintaining cochlear stereocilia bundles that are involved in sound detection. Belongs to the GRXCR1 family,http://www.phosphonet.ca/default.aspx?search=A6NFK2,,,,https://www.uniprot.org/uniprotkb/A6NFK2/entry,8541813,https://www.phosphosite.org/proteinAction.action?id=8541813&showAllSites=true,http://www.transcriptonet.ca/mRNASpec.aspx,https://string-db.org/network/9606.ENSP00000367214,T,F,F,F,T,,,,,,,,,,,,,,,,,,,,,Unclassified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q96JM4,F,F,F,T,Unclassified protein,LRRIQ1,Leucine-rich repeat and IQ domain-containing protein 1,FLJ12303; KIAA1801; leucine rich repeats and IQ motif containing 1; Leucine-rich repeat and IQ domain-containing protein 1; leucine-rich repeats and IQ motif containing 1; LRIQ1; LRRIQ1; testicular tissue protein Li 111,,"199,300",Function of LRRIQ1 is unclear. Detected  in right uterine tube and 101 other cell types or tissues.,http://www.phosphonet.ca/default.aspx?search=Q96JM4,,,,https://www.uniprot.org/uniprotkb/Q96JM4/entry,15942,https://www.phosphosite.org/proteinAction.action?id=15942&showAllSites=true,http://www.transcriptonet.ca/mRNASpec.aspx,https://string-db.org/cgi/input?,T,F,F,F,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q9Y3B9,F,F,F,T,Unclassified protein,RRP15,RRP15-like protein,CGI-115; KIAA0507; MGC22291; ribosomal RNA processing 15 homolog; ribosomal RNA processing 15 homolog (S. cerevisiae); Ribosomal RNA-processing protein 15; RRP15; RRP15-like protein,,"31,484",Belongs to the RRP15 family.,http://www.phosphonet.ca/default.aspx?search=Q9Y3B9,,,,https://www.uniprot.org/uniprotkb/Q9Y3B9/entry,6366,https://www.phosphosite.org/proteinAction.action?id=6366&showAllSites=true,http://www.transcriptonet.ca/mRNASpec.aspx,https://string-db.org/cgi/input?,T,F,F,F,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q96DX4,F,F,F,T,Unclassified protein,RSPRY1,RING finger and SPRY domain-containing protein 1,KIAA1972; ring finger and SPRY domain containing 1; RING finger and SPRY domain-containing protein 1; RSPRY; RSPRY1; SEMDFA,,"64,180",Functional effect is unclear.,http://www.phosphonet.ca/default.aspx?search=Q96DX4,,,,https://www.uniprot.org/uniprotkb/Q96DX4/entry,3591552,https://www.phosphosite.org/proteinAction.action?id=3591552&showAllSites=true,http://www.transcriptonet.ca/mRNASpec.aspx,https://string-db.org/cgi/input?,T,F,F,F,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q9UM82,F,F,F,T,Unclassified protein,SPATA2,Spermatogenesis-associated protein 2,"FLJ13167; KIAA0757; PD1; PPP1R145; protein phosphatase 1,regulatory subunit 145; SPAT2; SPATA2; spermatogenesis associated 2; spermatogenesis associated PD1; Spermatogenesis-associated protein 2; Spermatogenesis-associated protein PD1; tamo",,"58,427","Bridging factor that mediates the recruitment of CYLD to the LUBAC complex,thereby regulating TNF-alpha-induced necroptosis. Acts as a direct binding intermediate that bridges RNF31/HOIP,the catalytic subunit of the LUBAC complex,and the deubiquitinase (CYLD),thereby recruiting CYLD to the TNF-R1 signaling complex (TNF-RSC). Required to activate the 'Met-1'- (linear) and 'Lys-63'-linked deubiquitinase activities of CYLD. Controls the kinase activity of RIPK1 and TNF-alpha-induced necroptosis by promoting 'Met-1'-linked deubiquitination of RIPK1 by CYLD. Belongs to the SPATA2 family.",http://www.phosphonet.ca/default.aspx?search=Q9UM82,,,,https://www.uniprot.org/uniprotkb/Q9UM82/entry,6863,https://www.phosphosite.org/proteinAction.action?id=6863&showAllSites=true,http://www.transcriptonet.ca/mRNASpec.aspx,https://string-db.org/cgi/input?,T,F,F,F,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q96DN5,F,F,F,T,Unclassified protein,TBC1D31,TBC1 domain family member 31,"Gm85; MGC104222; MGC126773; MGC138159; MGC21654; TBC1 domain family member 31; TBC1 domain family,member 31; TBC1D31; TBC31; WD repeat domain 67; WD repeat-containing protein 67; WDR67",,"124,189","A WD40 repeat protein. WD40 repeats are found in a number of eukaryotic proteins that coordinate multi-protein complex assemblies. WD40 proteins are implicated in many functions including adaptor/regulatory modules in signal transduction,pre-mRNA processing and cytoskeleton assembly.",http://www.phosphonet.ca/default.aspx?search=Q96DN5,,,,https://www.uniprot.org/uniprotkb/Q96DN5/entry,10624,https://www.phosphosite.org/proteinAction.action?id=10624&showAllSites=true,http://www.transcriptonet.ca/mRNASpec.aspx,https://string-db.org/cgi/input?,T,F,F,F,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q96E35,F,F,F,T,Unclassified protein,ZMYND19,Zinc finger MYND domain-containing protein 19,"MCH-R1-interacting zinc finger protein; melanin-concentrating hormone receptor 1 interacting zinc-finger protein; Melanin-concentrating hormone receptor 1-interacting zinc finger protein; MIZIP; RP11-48C7.4; Zinc finger MYND domain-containing protein 19; zinc finger MYND-type containing 19; zinc finger,MYND domain containing 19; zinc finger,MYND-type containing 19; ZMY19; ZMYND19",,"26,433","May be involved as a regulatory molecule in GPR24/MCH-R1 signaling. Expressed in brain,testis,placenta,heart,liver,skeletal muscle,kidney and stomach. Note: This description ",http://www.phosphonet.ca/default.aspx?search=Q96E35,,,,https://www.uniprot.org/uniprotkb/Q96E35/entry,5157661,https://www.phosphosite.org/proteinAction.action?id=5157661&showAllSites=true,http://www.transcriptonet.ca/mRNASpec.aspx,https://string-db.org/cgi/input?,T,F,F,F,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
