C1,C2,C3,C4,C5,C6,C7,C8,C13,C18,C23,C9,C19,C14,C24,C10,C15,C20,C25,C15,C11,C16,C21,C26,C12,C17,C22,C27,,,
P08887,,F,F,T,F,P08887,"Blood - Granulocyte (polymorphonuclear leukocyte),neutrophil granulocyte,peripheral - CD4+ memory regulatory T-cells,*","Blood - Peripheral - natural killer (NK) lymphocytes,T-lymphocytes - CD8+,B-lymphocytes*",Bone marrow - CD4+ T-cells*,"Heart - Middle septum,microvascular endothelial cells,left ventricular free wall myocardial cells,right atrial appendage myocardial cells",Intestine - Mucosal cells,Kidney,Liver*,Lung *,Lung - Microvascular - Endothelial cells,Lymph node,Skeletal - Trabecular bone tissue,Skeletal muscle,Spleen,Umbilical cord - Mast cells*,,,,,,,,,,
P08908,,F,F,T,F,P08908,Amniotic fluid,"Blood - Peripheral - natural killer (NK) lymphocytes,T-lymphocytes - CD8+ & CD4+,and B-lymphocytes*",Bone marrow - Plasma cells,"Brain - Cerebral cortex,frontal lobe*",Heart - Left ventricle,Lung - Epithelial cells,Nasopharynx*,Pharynx*,Placenta*,Stomach - Cardia,,,,,,,,,,,,,,
P08912,,F,F,T,F,P08912,Blood - Peripheral - B-lymphocytes*,Bone marrow - Plasma cells,"Brain - Ammon's horn,Brodmann areas 10 and 22","Brain - Frontal lobe,hypothalamus,substantia nigra*",Growth plate*,Heart - Left ventricle*,Lung - Epithelial cells*,Nose - nasal epithelium,Placenta*,Placenta - Basal plate (37-40 weeks),Thyroid - Epithelial cells,,,,,,,,,,,,,
P08913,,F,F,T,F,P08913,"Adipose tissue - Gluteal subcutaneous adipose tissue (glutSAT),subcutaneous abdominal adipose tissue (SAAT),abdominal adipose tissue,adipose tissue (fat),subcutaneous adipose tissue (SAT),and omental adipose tissue*",Appendix - Vermiform,Blood - Lymphoblastoid cells and T-lymphocytes - CD4+*,Brain  - Frontal cortex*,Brain - Fetal oligodendrocyte progenitor cells*,"Cartilage - Chondrogenic progenitor cells
",Colon - Rectum,Intestine - Small,Lung - Epithelial cells,Mammary gland - Thoracic mammary gland,Muscle - Skeletal - Myotubes,Ovary*,Pancreas - Islet cells*,Placenta*,Spleen,Testis,,,,,,,,
P09619,,F,F,T,F,P09619,Adrenal gland*,"Blood - Erythroid progenitors - CD34+,T-lymphocytes - CD4+*",Bone - Osteoblast*,Bone marrow - Stromal cells,Breast*,Colon - Terminal ileum,Eye - Fetal retina pigment epithelium,Eye - Optic nerve head - Astrocytes*,Heart - Microvascular - Endothelial cells,Kidney - Metanephric glomerulus,Oral cavity - Dermal papilla cells*,Ovary*,Placenta,Synovial tissue - Synovial fibroblasts,Testis*,Umbilical cord - Mast cells,Uterus,,,,,,,
P0DMS8,,F,F,T,F,P0DMS8,Adipose tissue - Omental,Adrenal gland - Adrenal cortex*,Blood - Granulocytes - Eosinophil and neutrophil granulocytes*,Blood - Lymphoblastoid cells*,Brain*,"Brain - Brodmann area 46 (BA46),middle temporal gyrus,subthalamic nucleus","Heart - Subendocardial left ventricle,right atrial appendage,and left ventricular free wall - Myocardial cells*",Liver,Lung - Epithelial cells,Placenta,Spinal cord,Testis*,,,,,,,,,,,,
P10275,,F,F,T,F,P10275,"Adipose - Subcutaneous adipose tissue,Abdominal region","Blood - Erythroid progenitors CD34+,lymphoblastoid cells,NK cells*","Colon - Terminal ileum,sigmoid,ascending*",Fallopian tube*,Heart - Microvascular endothelial cells,Liver*,Lung - Microvascular cells endothelial cells,Ovary,Prostate - Prostatic stroma cells,Testis,Thoracic mammary gland,Thyroid,"Uterus - Uterine cervix,myometrium*",Vagina*,,,,,,,,,,
P10721,,F,F,T,F,P10721,"Blood - Granulocyte-macrophage progenitor (GMP) cells,hematopoietic stem / progenitor cells,erythroid progenitor cells*","Blood - Peripheral - natural killer (NK) lymphocytes,B-lymphocytes,T-lymphocytes - CD8+,CD4+*","Brain - Diencephalon,Dorsal plus ventral thalamus,ventral tegmental area,cerebellum,Ammon's horn,amygdala,pyramidal neuron (hippocampus)*",Breast - Epithelial cells,"Colon - Ascending,terminal ileum",Female gonad,"Gland - Thyroid gland,parotid gland,epithelium of mammary gland,thoracic mammary gland*",Kidney,Lung - Visceral pleura,Nose - nasal cavity epithelium,Ovary*,Skin - Fibroblasts,Stomach,"Umbilical cord - Mast cells,vein - Vascular endothelial cells (HUVEC)*",,,,,,,,,,
P10827,,F,F,T,F,P10827,Blood - Erythroid progenitors - CD34+ and B-lymphocytes*,"Blood - Peripheral - CD4+ stem cells memory T-cells,erythroid progenitor cells,and leukocyte*",Bone marrow - Polymorphonuclear cells (PMN),"Brain - Diencephalon,cerebellum,temporal lobe,cerebellum,cerebral cortex,frontal cortex,prefrontal cortex,and nucleus accumbens*",Brain - Frontal and cerebral artery,Colon - Rectum,Extraembryonic tissue - Amniotic fluid*,Heart - Microvascular - Endothelial cells and subendocardial left ventricle*,Intestine - Small,Kidney,Muscle - Skeletal - Myotubes,Prostate gland,Spinal cord*,,,,,,,,,,,
P10828,,F,F,T,F,P10828,"Blood - Erythroid progenitors CD34+,lymphoblastoid cells*","Brain - Brodmann (1909) area 23,cerebral cortex,pituitary gland,posterior cingulate pyramidal neurons,superior frontal gyrus pyramidal neurons*","Brain - Dorsolateral prefrontal cortex,middle temporal gyrus,primary visual cortex",Brain - Middle temporal gyrus pyramidal neurons,Cervix,Colon*,Fallopian tube*,"Heart - Left ventricular free wall myocardial cells,right atrial appendage myocardial cells,aortic root wall",Kidney,Liver,,,,,,,,,,,,,,
P10912,,F,F,T,F,P10912,"Adipose - Gluteal,abdominal,subcutaneous,mediastinal","Blood - Erythroid progenitors,lymphoblastoid cells*",Brain - Diencephalon,Breast - Mammary gland*,Fallopian tube*,Female gonad*,GHR*,Kidney - Glomerulus,Liver and Billiary system,"Lung - Microvascular endothelium,parietal pleura*",Mouth - Epithelial cells,Omentum - Adipose,Placenta,Stomach,Thyroid,,,,,,,,,
P11229,,F,F,T,F,P11229,Blood - Peripheral - Mononuclear cells (PBMC)*,"Brain - Amygdala,dorsal striatum,frontal cortex,prefrontal cortex,postcentral gyrus,Superior frontal gyrus,frontal lobe","Brain - Associative striatum,Brodmann area 46,cerebral cortex,prefrontal cortex,temporal lobe*",Heart - Left ventricular free wall - Myocardial cells,Heart - Right atrial appendage - Myocardial cells*,Lung*,Placenta - Basal plate (37-40 weeks),Umbilical cord - Mesenchymal stem cells,,,,,,,,,,,,,,,,
P11362,,F,F,T,F,P11362,Airway - Bronchial - Muscle cells,Blood - B cells,Bone - Osteoblast,"Brain - Diencephalon,cerebellum*","Colon - Ascending,terminal ileum,sigmoid*",Connective tissue - Synovial tissue*,Female gonad,"Heart - Left ventricular free wall myocardial cells,right atrial appendage myocardial cells,microvascular endothelial cells*",Heart - Myocardium,Joint - Synovial tissue,"Lung - Bronchial smooth muscle cells,pulmonary myofibroblasts,pulmonary mucosa cells*","Lung - Microvascular endothelial cells,bronchial muscle cells",Mammary gland - Stroma cells*,Muscle - Skeletal myotubes,Ovary*,Placenta,Spinal cord,Synovium - Layer of synovial tissue*,Tooth - Dental pulps stem cells,Uterus,,,,
P11362,,F,F,T,F,P11362,Airway - Bronchial - Muscle cells,Blood - B cells,Bone - Osteoblast,"Brain - Diencephalon,cerebellum*","Colon - Ascending,terminal ileum,sigmoid*",Connective tissue - Synovial tissue*,Female gonad,"Heart - Left ventricular free wall myocardial cells,right atrial appendage myocardial cells,microvascular endothelial cells*",Heart - Myocardium,Joint - Synovial tissue,"Lung - Bronchial smooth muscle cells,pulmonary myofibroblasts,pulmonary mucosa cells*","Lung - Microvascular endothelial cells,bronchial muscle cells",Mammary gland - Stroma cells*,Muscle - Skeletal myotubes,Ovary*,Placenta,Spinal cord,Synovium - Layer of synovial tissue*,Tooth - Dental pulps stem cells,Uterus,,,,
P11473,,F,F,T,F,P11473,Adrenal gland,Blood - Lymphoblastoid cells*,"Colon - Colonic mucosa,sigmoid*","Colon - Rectum,ascending colonic mucosa",Heart - Microvascular - Endothelial cells,Ileum - Ileal epithelium cells,Jejunum*,"Kidney - nephron tubule,metanephros",Lung - Microvascular - Endothelial cells,Skin*,Small intestine*,Synovial joint - Fibroblast,Tendon,"Tonsil - CD4+ regulatory T-cells,CD30 T-cells*",Umbilical cord - Mast cells*,Vagina,,,,,,,,
P11717,,F,F,T,F,P11717,Adrenal gland,Airway - Bronchial - Muscle cells,"Blood - Neutrophil granulocyte,granulocyte (polymorphonuclear leukocyte),plasmacytoid dendritic cells*","Blood - Peripheral - B-lymphocytes,T-lymphocytes - CD8+,CD4+,macrophages - CD14+*",Bone marrow - Bone marrow endothelium progenitor cells*,"Colon - Terminal ileum,sigmoid",Heart - Middle septum*,Liver*,Lung - Alveolar macrophage,Lymph node,Muscle - Skeletal muscle tissue*,Spleen*,Thyroid - Epithelial cells,,,,,,,,,,,
P12643,,F,F,T,F,P12643,Blood - Lymphoblastoid cells*,"Colon - Crypt,mucosa",Eye - Fetal retina pigment epithelium*,Heart - Microvascular - Endothelial cells*,Intestine - Mucosal cells,"Lung - Cuboidal alveolar type 2 cells (AT2),pulmonary artery endothelium cells*",Lung - Microvascular - Endothelial cells,Oral cavity - Epithelial cells,Skin - Dermal lymphatic microvessel endothelium cells,Small intestine,Spleen,Stomach*,Synovial tissue,Thyroid *,,,,,,,,,,
P12644,,F,F,T,F,P12644,Blood - Endothelium microvessel cells,Blood - Lymphocytes*,Brain - Cerebellum*,Colon *,Eye - Pigmented layer of retina*,Heart - Coronary artery endothelium cells*,Kidney,Lung*,Placenta,Prostate*,Skin - Fibroblasts,Testis,Thyroid - Epithelial cells,Umbilical cord,,,,,,,,,,
P13612,,F,F,T,F,P13612,Airway - Bronchial - Muscle cells,Blood,"Blood - Peripheral - natural killer (NK) lymphocytes,B-lymphocytes,T-lymphocytes - CD8+*","Bone marrow - Common myeloid progenitor (CMP) cells,megakaryocyte-erythroid progenitor (MEP) cells,mononuclear cells*","Colon - Ascending,terminal ileum,sigmoid*",Heart - Microvascular - Endothelial cells,Kidney,Liver,Lung - Microvascular - Endothelial cells,Lymph node*,Placenta*,Spleen*,Stomach,Thymus*,,,,,,,,,,
P13945,,F,F,T,F,P13945,Adipose - Abdominal,Adrenal - Cortex,"Blood - NK cells,lymphoblastoid cells,CD8+ cells*",Colon - Rectum,Eye - Optic nerve astrocyte,Fallopian tube,Female gonad,Heart - Endothelium*,Kidney - Cortex*,Pancreas - Islet cells*,Placenta,Prostate*,Testis*,Thyroid,Tonsil - CD8+ resting T-cells*,,,,,,,,,
P14416,,F,F,T,F,P14416,Blood - Peripheral - natural killer T-cells,"Brain - Caudate nucleus,nucleus accumbens*","Brain - Cerebral artery,putamen,substantia nigra",Eye - Optic nerve head - Astrocytes*,Heart - Middle septum and microvascular - Endothelial cells*,Lung - Microvascular - Endothelial cells,Muscle - Skeletal - Myotubes,Pituitary gland,Testis*,"Tonsil - CD30 T-cells,natural killer cells","Tonsil - CD4+ T-cells - CD4+ resting,activated,regulatory T-cells,CD8+ resting T-cells*",,,,,,,,,,,,,
P14778,,F,F,T,F,P14778,Adrenal gland*,Amniotic fluid*,"Blood - Erythroid progenitors CD34+,peripheral - natural killer (NK) lymphocytes,T-lymphocytes CD8+,lymphoblastoid cells,T lymphocytes CD4+,B lymphocytes*",Epidermis - Langerhans cells*,Eye -  palpebral conjunctiva*,Eye - Trabecular meshwork cells,Female gonad,"Heart - Microvascular - Endothelial cells,subendocardial left ventricle",Kidney,Lung *,Muscle - Skeletal - Myotubes,Placenta,Synovial joint -  layer of synovial tissue*,Synovial joint - Fibroblast,Testis - Caput epididymis,Thyroid,Umbilical cord - Mast cells*,Uterus - Endometrium - Stromal cells,,,,,,
P14784,,F,F,T,F,P14784,"Blood - Peripheral blood tumor specific CD8+ effector T-cells,natural killer cells,peripheral blood helper (CD4+ effector) T-cells,peripheral blood CD4+ memory regulatory T-cells,mononuclear cells (PBMC),B-lymphocytes,natural killer (NK) lymphocytes,leukocytes,platelets*",Bone marrow - Plasma cells,Colon - Rectum,Liver,Lung - Epithelial cells,Lymph node*,Placenta - Basal plate (37-40 weeks)*,Small intestine,Spleen*,Synovial fluid mononuclear cells,"Tonsil - Tonsillar natural killer cells,tonsillar CD30 T-cells,tonsillar CD4+ regulatory T-cells,tonsillar CD8+ activated T-cells,tonsillar CD4+ activated T-cells*",,,,,,,,,,,,,
P15260,,F,F,T,F,P15260,Adrenal gland,"Blood - Granulocyte - neutrophil granulocytes,myeloid leukocyte - monocytes*","Blood - Peripheral - T-lymphocytes - CD8+ and CD4+,natural killer (NK) lymphocytes,lymphoblastoid cells,B-lymphocytes,and macrophages - CD14+*",Blood- Dendritic cells - Monocyte derived dendritic cells,Heart,Heart - Microvascular - Endothelial cells,Inferior vagus X ganglion,Kidney,Lung - Alveolus - Alveolar macrophage,Lung - Lower and upper lobes*,Palpebral conjunctiva,Placenta*,Skin - Upper nates,Spleen*,Tarsal conjunctiva,Thyroid - Epithelial cells,Umbilical cord - Mast cells*,,,,,,,
P15509,,F,F,T,F,P15509,"Blood - Lymphoblastoid cells,macrophages - CD14+*","Blood - Neutrophil granulocytes,monocyte derived dendritic cells",Bone marrow*,Brain - Temporal lobe,Colon - Ascending,Fetal - Chorion villus*,Heart - Microvascular - Endothelial cells*,Lung - Alveolar macrophage*,Lung - Microvascular - Endothelial cells,Monocyte derived dendritic cells,Placenta*,Placenta - Basal plate (37-40 weeks),Skin - Epidermal Langerhans cells,Small intestine,Spinal cord*,Spleen,Thorax - Thoracic mammary gland,,,,,,,
P16066,,F,F,T,F,P16066,Adipose tissue - Abdominal region,"Adipose tissue - Mediastinal adipose tissue (MAT,intrathoracic adipose tissue),subcutaneous adipose tissue (SAT),and omental adipose tissue*","Blood - Erythroid progenitors - CD34+,natural killer (NK) lymphocytes,and T-lymphocytes - CD4+*","Cardiovascular system - Internal mammary artery wall,internal mammary artery,artery,aorta,and aortic root wall",Colon,Fallopian tube,Heart,Heart - Microvascular - Endothelial cells,"Kidney - Glomerulus,mmetanephric glomerulus*",Kidney - Proximal tubule - Epithelial cells,Lung - Microvascular - Endothelial cells*,Mammary gland - Thoracic mammary gland*,Ovary*,Placenta,,,,,,,,,,
P16070,,F,F,T,F,P16070,Adrenal gland*,"Blood - Stem cells memory T-cells CD4+,monocyte-derived macrophages,erythroid progenitors  CD34+,lymphoblastoid cells*","Colon - Terminal ileum,ascending,sigmoid",Connective tissue - Synovial tissue,Eye - Optic nerve head - Astrocytes,Fallopian tube,"Lung - Aveoli macrophages,pulmonary myofibroblasts",Lymph node,Oral cavity - Parotid gland*,Placenta - Chorion villus,Skin - Langerhans cells*,Spinal cord*,Umbilical cord - Mast cells*,Ureter - Smooth muscle cells,Uterus,Vagina*,Vulva,,,,,,,
P16144,,F,F,T,F,P16144,"Airway - Nasal epithelium,tracheal epithelium",Airways - Epithelium of bronchus*,Amniotic fluid,Blood - Erythroid progenitors - CD34+*,Breast - Epithelium cells*,Colon - Sigmoid - Mucosa,Eye - Optic nerve head - Astrocytes,Fallopian tube*,Gall bladder,Heart - Microvascular - Endothelial cells,Lung - Microvascular - Endothelial cells,Placenta*,Small intestine - Duodenum*,Spinal cord*,Spinal cord - Dorsal root ganglion,Urinary bladder - Urothelium (epithelium) cells*,Uterus - Endometrium epithelium,,,,,,,
P16234,,F,F,T,F,P16234,"Blood - Erythroid progenitors - CD34+,T-lymphocytes - CD8+,B-lymphocytes,natural killer (NK) lymphocytes,lymphoblastoid cells,platelets*",Bone marrow - Myeloid cells*,"Colon - Terminal ileum,ascending","Eye - Pigmented layer of retina,trabecular meshwork cells",Female gonad*,"Heart - Microvascular - Endothelial cells,subendocardial left ventricle",Kidney - Metanephros,Lung - Microvascular - Endothelial cells,Oral cavity - Dental pulp stem cells,Ovary*,Ovary - Stroma cells,Placenta,Spleen,Testis,Umbilical cord - Mast cells*,"Uterus - Endometrium,myometrium*",,,,,,,,
P16471,,F,F,T,F,P16471,Adrenal gland,Blood - Erythroid progenitors - CD34+*,Blood - Granulocyte (polymorphonuclear leukocyte),Breast (mammary gland),Fallopian tube*,Gall bladder,Kidney - Renal tubulointerstitium*,Liver,Lung - Microvascular - Endothelial cells,Ovary,Placenta*,Small intestine,Thoracic mammary gland*,Thyroid,"Uterus - Endometrium,myometrium*",Uterus -Uterine endometrium stroma cells,,,,,,,,
P16473,,F,F,T,F,P16473,Adipose tissue*,"Blood - Lymphoblastoid cells,promyelocytes*",Blood - Plasma cells,Colon - Terminal ileum,Heart - Microvascular - Endothelial cells,Lung - Microvascular - Endothelial cells,Thyroid - Thymocytes*,"Tonsil - CD30 T-cells,CD4+ activated T-cells",,,,,,,,,,,,,,,,
P16871,,F,F,T,F,P16871,Adipose tissue - Omental,Adrenal gland,"Blood - Peripheral -  Erythroid progenitors - CD34+,T-lymphocytes - CD3+,lymphoblastoid cells,leukocytes,CD4+ memory T-cells,CD4+ resting T-cells*",Blood - Peripheral - CD4+ naive regulatory T-cells,Bone marrow - CD4+ T cells,Colon,Heart*,Lung*,"Lung - Microvascular - Endothelial cells,visceral pleura,upper and lower lobe",Lymph node*,Lymph node - CD4+ T cells,Small intestine,Spleen,Thyroid,,,,,,,,,,
P17181,,F,F,T,F,P17181,Adrenal gland,"Blood - Erythroid progenitors - CD34+,neutrophil granulocytes*","Brain - Diencephalon,cerebral cortex","Colon - Terminal ileum,ascending,sigmoid*",Fallopian tubes,Kidney - Glomerulus,Liver*,Lung - Alveolar macrophages,Monocyte derived macrophages*,Placenta,Prostate,Spinal cord - Afferent - Dorsal route ganglion (DRG),Spleen*,Thorax - Thoracic mammary gland*,Umbilical cord - Mast cells,Uterus*,,,,,,,,
P17342,,F,F,T,F,P17342,Adrenal gland,Blood - Lymphoblastoid cells,Bone - Osteoblast like cells and bone cells*,"Colon - Ascending,sigmoid,and terminal ileum","Heart - Cardiomyocytes (heart muscle cells),myocardium",Heart - Microvascular - Endothelial cells and middle septum*,Heart - Myocardium,"Kidney -  Nephron tubule,renal tubulointerstitium,nephron,cortex,and metanephric glomerulus*",Lung - Visceral pleura*,Mammary gland - Thoracic mammary gland*,Mouth - Epithelial cells*,Ovary - Cumulus cells and follicle cells,Spleen,Thyroid - Epithelial cells,,,,,,,,,,
P17948,,F,F,T,F,P17948,Adipose tissue - Omental*,Airway - Bronchial - Macrophages (alveolar),"Blood - natural killer (NK) lymphocytes,lymphoblastoid cells,B-lymphocytes,T-lymphocytes - CD4+,mononuclear cells (PBMC),and leukocytes*",Brain - Diencephalon*,Cardiovascular system - Blood outgrowth endothelial cells and microvascular endothelium cells,Colon*,Colon - Rectum,Extraembryonic tissue - Chorion villus and chorion villus cells*,Eye - Pigmented layer of retina,"Heart - Left ventricle,heart right ventricle,myocardium",Kidney - Glomerulus,Lung,Nerve - Inferior vagus X ganglion,Nose - Epithelial cells,Placenta*,Spleen,,,,,,,,
P18084,,F,F,T,F,P18084,Blood - Peripheral - natural killer (NK) lymphocytes,Bone - Osteoblast like cells,Breast*,"Colon - Terminal ileum,sigmoid,ascending*","Eye - Optic nerve head - Astrocytes,",Fallopian tube*,Gall bladder*,"Heart - Aorta cells,aortic (vascular) smooth muscle cells",Kidney - Glomerulus*,Kidney - Metanephric glomerulus,Lung - Visceral pleura,Muscle - Skeletal - Myotubes,Placenta*,Skin - Dermal papilla cells,Synovial tissue - Synovial fibroblasts*,Uterus,Vagina,,,,,,,
P18089,,F,F,T,F,P18089,Adrenal gland,Blood - Liver-infiltrating lymphocyte,"Blood - Peripheral - T-lymphocytes - CD8+ and CD4+,natural killer (NK) lymphocytes,B-lymphocytes,and lymphoblastoid cells*",Bone marrow - Hematopoietic stem and progenitor cells - CD34+ and plasma cells,Colon - Rectum,Heart*,Kidney*,Liver - Portal triad*,Lung - Epithelial cells,Placenta - Basal plate (37-40 weeks)*,Testis,"Tonsil - CD4+ resting T-cells,CD8+ resting T-cells",,,,,,,,,,,,
P18825,,F,F,T,F,P18825,Aorta - Aortic root wall,Artery - Internal mammary artery - Internal mammary artery wall,Blood - Peripheral - Lymphoblastoid cells and natural killer (NK) lymphocytes*,Blood vessel (unspecified),Bone marrow - Plasma cells,"Brain - Caudate nucleus,putamen",Brain - Nucleus accumbens*,"Colon - Terminal ileum,sigmoid,and ascending*",Eye - Retina (fetal) - Pigment epithelium*,Heart,Kidney*,Lung - Microvascular - Endothelial cells,Spleen*,Testis,"Uterus - Myometrium,endometrium - Stroma cells*",,,,,,,,,
